day,num,sell_won,sell,get_1,num_1,sim_1,sim_2
2012-02-25,482,56201452000,56201452,1897921179,7,5,8
2012-03-03,483,55582659000,55582659,2567196675,5,4,8
2012-03-10,484,55885979000,55885979,2305303063,6,5,5
2012-03-17,485,55692878000,55692878,1501474917,9,3,8
2012-03-24,486,54540823000,54540823,1008634125,13,6,8
2012-03-31,487,55276503000,55276503,1638830766,8,5,3
2012-04-07,488,54213092000,54213092,1330393575,10,6,6
2012-04-14,489,53558490000,53558490,2106360625,6,4,6
2012-04-21,490,52590121000,52590121,1860234161,7,7,5
2012-04-28,491,53413874000,53413874,3304634438,4,5,7
2012-05-05,492,51693454000,51693454,2493013800,5,1,7
2012-05-12,493,53231838000,53231838,1451120334,9,5,5
2012-05-19,494,53321589000,53321589,1054588407,12,5,4
2012-05-26,495,53645960000,53645960,2111645000,6,5,7
2012-06-02,496,52915804000,52915804,3285932250,4,10,5
2012-06-09,497,52411585000,52411585,2222817813,6,4,6
2012-06-16,498,52851253000,52851253,3244503094,4,5,10
2012-06-23,499,52767632000,52767632,4070480250,3,3,7
2012-06-30,500,54012267000,54012267,1351072375,9,8,4
2012-07-07,501,52717711000,52717711,3025200094,4,6,13
2012-07-14,502,54000640000,54000640,2201458125,6,9,5
2012-07-21,503,53572205000,53572205,1853634911,7,5,7
2012-07-28,504,51787037000,51787037,1443236959,9,5,9
2012-08-04,505,49103223000,49103223,1917955188,6,5,6
2012-08-11,506,52363311000,52363311,4073333875,3,5,9
2012-08-18,507,53638773000,53638773,1416438875,9,7,4
2012-08-25,508,54010391000,54010391,1599557860,8,10,6
2012-09-01,509,53390358000,53390358,2689076100,5,10,5
2012-09-08,510,53964992000,53964992,2644158150,5,2,6
2012-09-15,511,53970308000,53970308,2165579250,6,3,4
2012-09-22,512,54017801000,54017801,940094452,13,5,9
2012-09-29,513,58317548000,58317548,4589624750,3,5,3
2012-10-06,514,54452404000,54452404,4451055500,3,5,2
2012-10-13,515,55258935000,55258935,13200466875,1,4,3
2012-10-20,516,56385762000,56385762,1294190182,11,8,6
2012-10-27,517,54468223000,54468223,2659057725,5,11,2
2012-11-03,518,55321566000,55321566,2263804125,6,5,6
2012-11-10,519,55614206000,55614206,1950601393,7,5,4
2012-11-17,520,55003797000,55003797,2167205438,6,6,2
2012-11-24,521,56185373000,56185373,1693420922,8,4,1
2012-12-01,522,57053378000,57053378,2281623000,6,4,6
2012-12-08,523,53678449000,53678449,1780355840,7,7,7
2012-12-15,524,55662103000,55662103,3491695594,4,5,9
2012-12-22,525,55566007000,55566007,1501132375,9,8,9
2012-12-29,526,56527807000,56527807,1491031959,9,7,12
2013-01-05,527,56985634000,56985634,1032386366,13,5,5
2013-01-12,528,57548541000,57548541,1197889125,11,3,5
2013-01-19,529,57645779000,57645779,1749114797,8,6,6
2013-01-26,530,56241083000,56241083,1231656239,11,6,4
2013-02-02,531,57567064000,57567064,1521519750,9,6,10
2013-02-09,532,61687384000,61687384,2216896286,7,8,11
2013-02-16,533,59275357000,59275357,1785671579,8,11,5
2013-02-23,534,59227462000,59227462,14215763250,1,9,6
2013-03-02,535,60523884000,60523884,4935603000,3,5,11
2013-03-09,536,59763469000,59763469,1308523603,11,5,9
2013-03-16,537,59453323000,59453323,2104038911,7,8,3
2013-03-23,538,59233373000,59233373,4688021625,3,5,6
2013-03-30,539,59168870000,59168870,1621036667,9,7,9
2013-04-06,540,56739658000,56739658,1989365250,7,6,11
2013-04-13,541,57087047000,57087047,1269327171,11,9,4
2013-04-20,542,56949161000,56949161,2335152563,6,8,5
2013-04-27,543,56570245000,56570245,1112934844,12,4,6
2013-05-04,544,56056189000,56056189,1046388433,13,10,7
2013-05-11,545,55967171000,55967171,1198994353,11,4,7
2013-05-18,546,56713166000,56713166,405939950,30,11,8
2013-05-25,547,57968466000,57968466,2838444450,5,5,6
2013-06-01,548,57771827000,57771827,1736871891,8,4,9
2013-06-08,549,56864611000,56864611,1760805047,8,6,6
2013-06-15,550,56441770000,56441770,1118679205,11,7,3
2013-06-22,551,56989370000,56989370,13526973750,1,6,6
2013-06-29,552,57602386000,57602386,1330824225,10,9,7
2013-07-06,553,56487483000,56487483,2249631438,6,1,11
2013-07-13,554,56124466000,56124466,6813893625,2,5,12
2013-07-20,555,57273817000,57273817,1711027360,8,11,7
2013-07-27,556,57374791000,57374791,2005209161,7,8,5
2013-08-03,557,55086560000,55086560,1888069286,7,11,9
2013-08-10,558,54939001000,54939001,1315913663,10,13,3
2013-08-17,559,55733418000,55733418,1926145608,7,7,6
2013-08-24,560,56565298000,56565298,1976697215,7,11,7
2013-08-31,561,56638383000,56638383,2753712225,5,7,6
2013-09-07,562,56288212000,56288212,1166694614,11,12,1
2013-09-14,563,57320132000,57320132,1932735643,7,8,7
2013-09-21,564,58012468000,58012468,1934801143,7,10,5
2013-09-28,565,59556622000,59556622,1742064469,8,7,10
2013-10-05,566,57666611000,57666611,3508951032,4,6,6
2013-10-12,567,57439471000,57439471,2318659438,6,7,9
2013-10-19,568,57681628000,57681628,1305167550,10,10,8
2013-10-26,569,58441902000,58441902,3467925188,4,8,8
2013-11-02,570,57654279000,57654279,1527791625,9,3,9
2013-11-09,571,56493528000,56493528,1966538465,7,5,5
2013-11-16,572,56473602000,56473602,1668216188,8,8,7
2013-11-23,573,56092721000,56092721,1645691766,8,7,9
2013-11-30,574,55882933000,55882933,6965184938,2,10,8
2013-12-07,575,56330738000,56330738,1699267875,8,3,7
2013-12-14,576,54691148000,54691148,4321966000,3,8,5
2013-12-21,577,57010827000,57010827,4484438375,3,11,5
2013-12-28,578,58584741000,58584741,2796466575,5,7,8
2014-01-04,579,63532871000,63532871,1396068444,11,3,5
2014-01-11,580,60514216000,60514216,2028610500,7,5,10
2014-01-18,581,60257457000,60257457,1844554547,8,8,13
2014-01-25,582,59306953000,59306953,3560558719,4,5,9
2014-02-01,583,62675295000,62675295,1341848353,11,4,14
2014-02-08,584,61343856000,61343856,5033183250,3,5,11
2014-02-15,585,60253002000,60253002,1620546334,9,8,9
2014-02-22,586,59502096000,59502096,1778354344,8,7,9
2014-03-01,587,59715499000,59715499,4974577375,3,8,7
2014-03-08,588,59533101000,59533101,2889342075,5,2,4
2014-03-15,589,60643729000,60643729,2136877983,7,10,8
2014-03-22,590,60003131000,60003131,2185183983,7,7,7
2014-03-29,591,59373946000,59373946,2964676200,5,7,7
2014-04-05,592,58097477000,58097477,2356381688,6,8,10
2014-04-12,593,59368204000,59368204,1532833500,9,6,6
2014-04-19,594,57764442000,57764442,1255592796,11,13,9
2014-04-26,595,57797288000,57797288,1744525219,8,8,7
2014-05-03,596,56561071000,56561071,1328267663,10,9,9
2014-05-10,597,56832361000,56832361,1057920606,13,14,21
2014-05-17,598,57518550000,57518550,833998594,16,7,6
2014-05-24,599,57381791000,57381791,1710918329,8,7,3
2014-05-31,600,56372519000,56372519,901798725,15,6,4
2014-06-07,601,55868455000,55868455,1524565209,9,10,5
2014-06-14,602,56262855000,56262855,1689530860,8,4,9
2014-06-21,603,56276650000,56276650,3452136563,4,4,5
2014-06-28,604,56266399000,56266399,1229141557,11,10,8
2014-07-05,605,56622924000,56622924,1394232250,9,8,10
2014-07-12,606,56928896000,56928896,1311566850,10,11,8
2014-07-19,607,56806213000,56806213,3494480907,4,8,13
2014-07-26,608,56146117000,56146117,1943530018,7,3,4
2014-08-02,609,54858201000,54858201,6339311438,2,5,3
2014-08-09,610,56862756000,56862756,3516018375,4,15,9
2014-08-16,611,57411079000,57411079,3502706157,4,3,4
2014-08-23,612,56931314000,56931314,1181705250,11,12,4
2014-08-30,613,57986249000,57986249,1549831209,9,5,5
2014-09-06,614,62301977000,62301977,2540975438,6,8,7
2014-09-13,615,59072378000,59072378,1535062417,9,4,5
2014-09-20,616,60303360000,60303360,1611811250,9,7,7
2014-09-27,617,58958123000,58958123,1629701860,8,6,4
2014-10-04,618,58550803000,58550803,2881326225,5,11,6
2014-10-11,619,58822925000,58822925,4612479375,3,5,7
2014-10-18,620,58342777000,58342777,2028283233,7,7,5
2014-10-25,621,59407216000,59407216,2359723500,6,8,6
2014-11-01,622,59601329000,59601329,1630598292,9,6,9
2014-11-08,623,58504142000,58504142,1813702594,8,9,11
2014-11-15,624,57832726000,57832726,2763729450,5,7,7
2014-11-22,625,58614979000,58614979,2765184675,5,6,10
2014-11-29,626,58986187000,58986187,1717871110,8,5,3
2014-12-06,627,55981334000,55981334,1352230650,10,6,8
2014-12-13,628,57253109000,57253109,1499942875,9,11,10
2014-12-20,629,57618701000,57618701,2919433575,5,12,8
2014-12-27,630,61335894000,61335894,4836305500,3,5,8
2015-01-03,631,65300621000,65300621,3919853532,4,4,4
2015-01-10,632,63066603000,63066603,1432587716,11,10,11
2015-01-17,633,62015797000,62015797,1217257094,12,4,9
2015-01-24,634,63149567000,63149567,1077935106,13,8,7
2015-01-31,635,62429621000,62429621,1855587235,8,8,10
2015-02-07,636,62786394000,62786394,1832362219,8,6,11
2015-02-14,637,63504865000,63504865,3899241094,4,10,4
2015-02-21,638,64319586000,64319586,2229403179,7,6,11
2015-02-28,639,66202599000,66202599,4061185219,4,8,12
2015-03-07,640,64080502000,64080502,1728768834,9,12,6
2015-03-14,641,63773134000,63773134,1990074563,8,4,10
2015-03-21,642,63544224000,63544224,1251460438,12,7,10
2015-03-28,643,63110068000,63110068,2535763625,6,7,10
2015-04-04,644,61846599000,61846599,1831451204,8,4,8
2015-04-11,645,62661756000,62661756,3696297750,4,2,7
2015-04-18,646,62308090000,62308090,2215498393,7,14,9
2015-04-25,647,62314338000,62314338,2189725608,7,6,9
2015-05-02,648,60874405000,60874405,2120987947,7,6,6
2015-05-09,649,60473178000,60473178,2948042100,5,12,5
2015-05-16,650,60991082000,60991082,2849298900,5,4,6
2015-05-23,651,61494891000,61494891,1855306454,8,4,6
2015-05-30,652,60426977000,60426977,3003483525,5,13,1
2015-06-06,653,59716037000,59716037,980958670,14,6,7
2015-06-13,654,60697813000,60697813,1879301391,8,6,8
2015-06-20,655,60434801000,60434801,1661439625,9,10,8
2015-06-27,656,61328118000,61328118,7330002750,2,18,9
2015-07-04,657,61769837000,61769837,1694762792,9,4,4
2015-07-11,658,61131243000,61131243,1634031375,9,7,10
2015-07-18,659,61677747000,61677747,1336604216,11,6,2
2015-07-25,660,60813322000,60813322,1421272575,10,9,4
2015-08-01,661,59597375000,59597375,1713025547,8,8,8
2015-08-08,662,59164542000,59164542,1689733688,8,10,8
2015-08-15,663,61100704000,61100704,2080244143,7,2,5
2015-08-22,664,61921689000,61921689,1536801338,10,4,6
2015-08-29,665,61885874000,61885874,3643230375,4,14,4
2015-09-05,666,62652917000,62652917,2396901063,6,9,7
2015-09-12,667,63421632000,63421632,2228764393,7,14,6
2015-09-19,668,63346405000,63346405,2991158625,5,5,10
2015-09-26,669,67952211000,67952211,2708173188,6,4,8
2015-10-03,670,62242687000,62242687,1191725219,12,7,9
2015-10-10,671,63940807000,63940807,3722322844,4,8,12
2015-10-17,672,63542330000,63542330,1754745000,9,8,10
2015-10-24,673,63163578000,63163578,1491453300,10,8,5
2015-10-31,674,61386974000,61386974,1770565500,8,9,2
2015-11-07,675,60458623000,60458623,3514549032,4,7,11
2015-11-14,676,62147642000,62147642,1879726500,8,8,9
2015-11-21,677,62267624000,62267624,1921114407,8,5,6
2015-11-28,678,60887293000,60887293,2288490188,6,11,8
2015-12-05,679,62220918000,62220918,2863005600,5,14,5
2015-12-12,680,64245201000,64245201,1110570563,14,5,7
2015-12-19,681,63268253000,63268253,2696328938,6,11,5
2015-12-26,682,66757858000,66757858,4063713563,4,6,9
2016-01-02,683,71940091000,71940091,1010930883,16,7,8
2016-01-09,684,66623887000,66623887,1688815709,9,13,6
2016-01-16,685,69126675000,69126675,1494367671,11,7,7
2016-01-23,686,65274010000,65274010,1937531719,8,2,9
2016-01-30,687,68044669000,68044669,2720029313,6,8,9
2016-02-06,688,73095612000,73095612,1967536750,9,9,10
2016-02-13,689,67460147000,67460147,2321775911,7,9,8
2016-02-20,690,69142025000,69142025,1126507625,15,9,5
2016-02-27,691,68590328000,68590328,2839296750,6,2,7
2016-03-05,692,66390499000,66390499,2301273697,7,7,4
2016-03-12,693,67352935000,67352935,1642763813,10,8,3
2016-03-19,694,67533257000,67533257,1555036388,10,7,6
2016-03-26,695,67672085000,67672085,1450214830,11,12,6
2016-04-02,696,67542971000,67542971,1632054413,10,6,8
2016-04-09,697,66966141000,66966141,1531443038,10,14,9
2016-04-16,698,66283268000,66283268,1921084125,8,7,8
2016-04-23,699,66743146000,66743146,1995411375,8,6,4
2016-04-30,700,66846276000,66846276,2082099188,8,11,3
2016-05-07,701,64454138000,64454138,1583183175,10,8,7
2016-05-14,702,66219854000,66219854,1465091387,11,5,12
2016-05-21,703,65728988000,65728988,3235784100,5,8,6
2016-05-28,704,65930117000,65930117,3865190344,4,8,5
2016-06-04,705,65859843000,65859843,3987206532,4,5,7
2016-06-11,706,65723488000,65723488,3831746063,4,7,5
2016-06-18,707,66813924000,66813924,1322167313,12,6,5
2016-06-25,708,66806307000,66806307,4099552219,4,10,7
2016-07-02,709,65592504000,65592504,1165271625,14,9,11
2016-07-09,710,65083972000,65083972,2895441150,5,7,7
2016-07-16,711,66152746000,66152746,2277413358,7,9,14
2016-07-23,712,66136318000,66136318,4034485125,4,10,2
2016-07-30,713,64646552000,64646552,1714720917,9,9,18
2016-08-06,714,64099989000,64099989,2085131733,7,5,5
2016-08-13,715,65794607000,65794607,2605510438,6,11,11
2016-08-20,716,67040169000,67040169,1358752157,12,7,9
2016-08-27,717,68597839000,68597839,2702433688,6,8,10
2016-09-03,718,69400763000,69400763,926166464,17,8,9
2016-09-10,719,71378392000,71378392,1879581334,9,11,4
2016-09-17,720,69939090000,69939090,1233770358,14,13,12
2016-09-24,721,71627567000,71627567,2273767360,8,13,11
2016-10-01,722,69446489000,69446489,4365422719,4,13,6
2016-10-08,723,67750231000,67750231,2114365360,8,14,6
2016-10-15,724,69987274000,69987274,1427789813,12,12,5
2016-10-22,725,70208676000,70208676,1579217250,11,9,8
2016-10-29,726,68799295000,68799295,1166872634,14,13,8
2016-11-05,727,67559139000,67559139,1115107742,14,7,10
2016-11-12,728,68306112000,68306112,3243464400,5,6,9
2016-11-19,729,68784161000,68784161,4198250719,4,7,10
2016-11-26,730,66934105000,66934105,2017382110,8,5,3
2016-12-03,731,69239673000,69239673,2340471054,7,7,7
2016-12-10,732,68645948000,68645948,2203270608,7,9,10
2016-12-17,733,69321488000,69321488,4016725125,4,3,12
2016-12-24,734,71457582000,71457582,1949395500,9,7,8
2016-12-31,735,77488209000,77488209,1847231588,10,7,7
2017-01-07,736,73510203000,73510203,3397362225,5,9,10
2017-01-14,737,70775944000,70775944,4283061000,4,13,7
2017-01-21,738,71768122000,71768122,1634191091,11,11,8
2017-01-28,739,77999661000,77999661,4744122282,4,7,4
2017-02-04,740,75186520000,75186520,936929792,18,14,9
2017-02-11,741,74392585000,74392585,3043595938,6,8,13
2017-02-18,742,73857792000,73857792,1111814813,16,3,13
2017-02-25,743,73436852000,73436852,2608641000,7,12,12
2017-03-04,744,73507293000,73507293,1155411575,15,7,12
2017-03-11,745,73575119000,73575119,746822982,20,14,8
2017-03-18,746,74239579000,74239579,2038623709,9,13,9
2017-03-25,747,73337880000,73337880,1903214584,9,15,5
2017-04-01,748,72750277000,72750277,1928246542,9,6,12
2017-04-08,749,72252889000,72252889,1350104395,13,11,6
2017-04-15,750,72248100000,72248100,2522104286,7,8,18
2017-04-22,751,71534233000,71534233,2097968110,8,13,6
2017-04-29,752,71600822000,71600822,1870358834,9,6,16
2017-05-06,753,68915001000,68915001,2711105063,6,7,9
2017-05-13,754,70765850000,70765850,3427542000,5,10,9
2017-05-20,755,71300635000,71300635,2214427266,8,10,7
2017-05-27,756,70992946000,70992946,3414434700,5,9,3
2017-06-03,757,71053002000,71053002,739839858,21,10,4
2017-06-10,758,71764259000,71764259,2078969954,8,8,4
2017-06-17,759,72632208000,72632208,3032670500,6,9,20
2017-06-24,760,72200797000,72200797,2253299391,8,8,8
2017-07-01,761,71415903000,71415903,2392730518,7,14,9
2017-07-08,762,70558895000,70558895,1631432063,10,6,7
2017-07-15,763,70652100000,70652100,2138130000,8,17,8
2017-07-22,764,70318932000,70318932,2459975465,7,6,7
2017-07-29,765,70972360000,70972360,1109214250,15,8,6
2017-08-05,766,69500769000,69500769,2173637297,8,8,14
2017-08-12,767,71285599000,71285599,1163768725,15,15,7
2017-08-19,768,72306975000,72306975,1363572260,13,6,6
2017-08-26,769,72873431000,72873431,1930760042,9,6,9
2017-09-02,770,74166379000,74166379,2163099329,8,9,11
2017-09-09,771,73545939000,73545939,4362644907,4,9,6
2017-09-16,772,74375369000,74375369,1769608838,10,13,7
2017-09-23,773,74560597000,74560597,1609403080,11,12,8
2017-09-30,774,77347021000,77347021,1709721512,11,14,7
2017-10-07,775,70795452000,70795452,3470437650,5,5,6
2017-10-14,776,74826082000,74826082,2557579393,7,9,9
2017-10-21,777,75534360000,75534360,833468036,21,11,7
2017-10-28,778,75075606000,75075606,6264069500,3,8,7
2017-11-04,779,73773676000,73773676,1527709296,11,2,11
2017-11-11,780,74232084000,74232084,1667520137,11,13,6
2017-11-18,781,72483157000,72483157,1882891542,9,9,12
2017-11-25,782,72253973000,72253973,1946487625,9,8,5
2017-12-02,783,73525256000,73525256,4603964625,4,14,15
2017-12-09,784,74311382000,74311382,1908678000,9,9,14
2017-12-16,785,72974563000,72974563,2886622688,6,14,11
2017-12-23,786,75930156000,75930156,4551365250,4,6,9
2017-12-30,787,79593923000,79593923,3092108313,6,11,11
2018-01-06,788,78121882000,78121882,1401475154,13,10,16
2018-01-13,789,76136603000,76136603,1140976825,15,8,10
2018-01-20,790,78978881000,78978881,1160516274,16,10,12
2018-01-27,791,74205844000,74205844,1253081893,14,12,5
2018-02-03,792,76339003000,76339003,2655736768,7,11,16
2018-02-10,793,76177477000,76177477,3750146775,5,9,10
2018-02-17,794,79941579000,79941579,2650940304,7,9,5
2018-02-24,795,79661342000,79661342,1714977000,11,17,8
2018-03-03,796,77685943000,77685943,2763490340,7,8,15
2018-03-10,797,77339940000,77339940,2397028125,8,10,8
2018-03-17,798,77038759000,77038759,2710791911,7,8,6
2018-03-24,799,76708986000,76708986,1826427225,10,4,8
2018-03-31,800,76994062000,76994062,1632246205,11,17,10
2018-04-07,801,74034792000,74034792,2256786657,8,10,8
2018-04-14,802,75146781000,75146781,1082947993,16,5,13
2018-04-21,803,75670793000,75670793,3663810225,5,9,6
2018-04-28,804,74557028000,74557028,1631996523,11,5,5
2018-05-05,805,73065981000,73065981,4266061969,4,11,12
2018-05-12,806,74030583000,74030583,2640760875,7,6,7
2018-05-19,807,73831580000,73831580,2437662322,7,9,12
2018-05-26,808,74911438000,74911438,3087620500,6,9,11
2018-06-02,809,74214104000,74214104,2921372750,6,7,10
2018-06-09,810,74388355000,74388355,2231598047,8,11,10
2018-06-16,811,74570813000,74570813,2524148197,7,5,4
2018-06-23,812,74147816000,74147816,2947954750,6,12,15
2018-06-30,813,73394947000,73394947,4591763157,4,18,7
2018-07-07,814,74316543000,74316543,3067192063,6,8,11
2018-07-14,815,73416400000,73416400,2579855358,7,5,8
2018-07-21,816,72397826000,72397826,2128107938,8,11,10
2018-07-28,817,72552766000,72552766,1868477334,9,15,14
2018-08-04,818,71793353000,71793353,1380804318,13,11,12
2018-08-11,819,74578907000,74578907,2594534840,7,8,12
2018-08-18,820,75744571000,75744571,4627313532,4,7,10
2018-08-25,821,76118239000,76118239,1316155956,14,14,13
2018-09-01,822,75681739000,75681739,5930898625,3,12,9
2018-09-08,823,77400124000,77400124,2009843917,9,11,10
2018-09-15,824,78257422000,78257422,1256646550,15,13,10
2018-09-22,825,82890578000,82890578,1658710563,12,6,5
2018-09-29,826,78218740000,78218740,2075192084,9,5,15
2018-10-06,827,76490125000,76490125,1206500375,15,12,10
2018-10-13,828,77552827000,77552827,1455185972,13,6,16
2018-10-20,829,77998807000,77998807,2444650641,8,7,13
2018-10-27,830,77714000000,77714000,2060528750,9,8,10
2018-11-03,831,77622753000,77622753,1110702258,16,16,10
2018-11-10,832,77411900000,77411900,2088204584,9,11,6
2018-11-17,833,77738402000,77738402,2356317282,8,6,5
2018-11-24,834,75941791000,75941791,1690693671,11,14,9
2018-12-01,835,77694435000,77694435,1233681125,15,12,8
2018-12-08,836,74536697000,74536697,1257843670,14,7,11
2018-12-15,837,76614176000,76614176,3144449125,6,4,10
2018-12-22,838,79414484000,79414484,3813733050,5,10,6
2018-12-29,839,79219710000,79219710,1359454904,13,12,11
2019-01-05,840,84057771000,84057771,2042961788,10,16,7
2019-01-12,841,81580789000,81580789,1116095714,17,11,14
2019-01-19,842,81957444000,81957444,2035475025,10,11,5
2019-01-26,843,81857498000,81857498,4012970100,5,11,14
2019-02-02,844,87805610000,87805610,1162963542,18,11,10
2019-02-09,845,83884034000,83884034,1891217182,11,11,5
2019-02-16,846,83936839000,83936839,1596884395,13,10,16
2019-02-23,847,83782512000,83782512,2520846657,8,12,12
2019-03-02,848,84523266000,84523266,3011580858,7,9,18
2019-03-09,849,82333674000,82333674,1158252883,17,7,12
2019-03-16,850,81474176000,81474176,3377587875,6,12,6
2019-03-23,851,81099116000,81099116,2483692313,8,11,9
2019-03-30,852,81470793000,81470793,4801543407,4,7,11
2019-04-06,853,82244370000,82244370,2885006786,7,8,6
2019-04-13,854,81823338000,81823338,3421706750,6,11,11
2019-04-20,855,82374732000,82374732,2269510500,9,13,14
2019-04-27,856,80496424000,80496424,3977927550,5,9,8
2019-05-04,857,80933117000,80933117,1284915425,15,9,8
2019-05-11,858,81366889000,81366889,2202347459,9,12,11
2019-05-18,859,80944223000,80944223,1853927489,11,11,4
2019-05-25,860,81846672000,81846672,1879899825,10,13,11
2019-06-01,861,81032551000,81032551,4872108844,4,11,11
2019-06-08,862,80609005000,80609005,2190922709,9,15,8
2019-06-15,863,81288540000,81288540,2853357322,7,8,5
2019-06-22,864,82220290000,82220290,1716553637,11,11,6
2019-06-29,865,81748217000,81748217,1551729145,13,8,6
2019-07-06,866,81961886000,81961886,2240409000,9,10,10
2019-07-13,867,81607190000,81607190,3933755250,5,7,10
2019-07-20,868,80549078000,80549078,3233804250,6,7,8
2019-07-27,869,80268389000,80268389,1922582588,10,4,10
2019-08-03,870,78688663000,78688663,1928842988,10,7,10
2019-08-10,871,79527502000,79527502,2718071358,7,11,12
2019-08-17,872,81002518000,81002518,1262705579,16,8,13
2019-08-24,873,82375586000,82375586,1874553225,10,11,8
2019-08-31,874,82990138000,82990138,1117123917,18,8,14
2019-09-07,875,80635281000,80635281,1415946724,14,14,11
2019-09-14,876,85088368000,85088368,1090657856,19,6,7
2019-09-21,877,84584730000,84584730,1716607188,12,8,15
2019-09-28,878,84183676000,84183676,3207993500,6,11,9
2019-10-05,879,83174251000,83174251,3206361313,6,11,13
2019-10-12,880,83862502000,83862502,2837810465,7,10,12
2019-10-19,881,84495552000,84495552,2503212282,8,18,12
2019-10-26,882,84351602000,84351602,4127270400,5,9,13
2019-11-02,883,85624171000,85624171,1360519525,15,8,10
2019-11-09,884,86554613000,86554613,1799077282,12,10,7
2019-11-16,885,83396319000,83396319,1543832568,13,13,13
2019-11-23,886,84186094000,84186094,2974643786,7,14,9
2019-11-30,887,84416872000,84416872,2535268688,8,16,8
2019-12-07,888,82777313000,82777313,2370359204,8,9,10
2019-12-14,889,86734222000,86734222,2108986950,10,8,7
2019-12-21,890,86693498000,86693498,2335486167,9,12,9
2019-12-28,891,89742677000,89742677,3082673947,7,9,11
2020-01-04,892,93091115000,93091115,1282017464,17,11,18
2020-01-11,893,87661567000,87661567,2377433625,9,15,10
2020-01-18,894,88465183000,88465183,2377935959,9,7,10
2020-01-25,895,96962255000,96962255,1928079219,12,11,18
2020-02-01,896,90461998000,90461998,3053222036,7,14,8
2020-02-08,897,88231474000,88231474,1619922520,13,12,12
2020-02-15,898,90067839000,90067839,2639313235,8,5,11
2020-02-22,899,85877347000,85877347,3359356063,6,12,6
2020-02-29,900,83639372000,83639372,3349851375,6,15,8
2020-03-07,901,84783962000,84783962,2267974667,9,3,10
2020-03-14,902,87501981000,87501981,1619317529,13,13,12
2020-03-21,903,88625160000,88625160,1684582212,13,11,9
2020-03-28,904,88938220000,88938220,2718077813,8,9,4
2020-04-04,905,90357634000,90357634,3017862536,7,12,14
2020-04-11,906,90948274000,90948274,2472607250,9,11,13
2020-04-18,907,89331282000,89331282,3165059036,7,11,12
2020-04-25,908,89923601000,89923601,2834856141,8,17,8
2020-05-02,909,89543261000,89543261,2021062875,11,11,9
2020-05-09,910,86308857000,86308857,941316375,21,7,10
2020-05-16,911,89332410000,89332410,2113538625,10,9,8
2020-05-23,912,88599155000,88599155,1493500581,14,12,14
2020-05-30,913,89336949000,89336949,1338755602,16,11,7
2020-06-06,914,89558503000,89558503,1950005557,11,14,14
2020-06-13,915,87862418000,87862418,3518640500,6,8,15
2020-06-20,916,89133044000,89133044,2025384341,11,13,8
2020-06-27,917,88950867000,88950867,2144799638,10,12,8
2020-07-04,918,89200857000,89200857,1117622646,18,10,9
2020-07-11,919,90218056000,90218056,4305150450,5,5,10
2020-07-18,920,89805177000,89805177,3120260197,7,9,11
2020-07-25,921,89888341000,89888341,1232573405,17,10,6
2020-08-01,922,89266682000,89266682,3417904500,6,6,11
2020-08-08,923,87867402000,87867402,2667554625,8,12,7
2020-08-15,924,87708256000,87708256,2382430667,9,13,15
2020-08-22,925,87901067000,87901067,1771080532,12,7,15
2020-08-29,926,88372251000,88372251,2032490663,10,13,9
2020-09-05,927,91067752000,91067752,3714203875,6,13,13
2020-09-12,928,90818982000,90818982,3134591358,7,3,11
2020-09-19,929,92344620000,92344620,1308035157,16,14,14
2020-09-26,930,94518415000,94518415,2832418829,8,7,9
2020-10-03,931,95695802000,95695802,2957108063,8,16,9
2020-10-10,932,96049289000,96049289,3390022983,7,13,12
2020-10-17,933,93484851000,93484851,2927797079,8,12,14
2020-10-24,934,93028347000,93028347,5765772844,4,11,6
2020-10-31,935,93934898000,93934898,1711055424,13,8,10
2020-11-07,936,92246146000,92246146,1492069179,14,10,10
2020-11-14,937,93720454000,93720454,2058420819,11,9,8
2020-11-21,938,93452425000,93452425,2249466563,10,9,14
2020-11-28,939,93340002000,93340002,1708363039,13,11,17
2020-12-05,940,93920183000,93920183,2846071079,8,22,13
2020-12-12,941,94867600000,94867600,1347297422,16,10,17
2020-12-19,942,92731965000,92731965,3761680313,6,9,13
2020-12-26,943,100081432000,100081432,3435045108,7,13,15
2021-01-02,944,107181377000,107181377,1961836356,13,16,13
2021-01-09,945,94837109000,94837109,1765554491,13,10,11
2021-01-16,946,99380178000,99380178,2157656182,11,6,13
2021-01-23,947,99449916000,99449916,1275855750,18,17,15
2021-01-30,948,100519459000,100519459,2188548716,11,14,8
2021-02-06,949,100518909000,100518909,2458569713,10,16,11
2021-02-13,950,108870714000,108870714,3281920500,8,14,12
2021-02-20,951,102937006000,102937006,1747552661,14,13,18
2021-02-27,952,102355646000,102355646,2713699834,9,16,15
2021-03-06,953,99180891000,99180891,1640636009,14,15,13
2021-03-13,954,101455314000,101455314,2478795900,10,8,11
2021-03-20,955,99784736000,99784736,2023170188,12,9,14
2021-03-27,956,97065255000,97065255,2022982671,11,15,14
2021-04-03,957,96654698000,96654698,2126634137,11,19,20
2021-04-10,958,98635947000,98635947,1596119675,15,10,13
2021-04-17,959,97435835000,97435835,3015312891,8,15,11
2021-04-24,960,98784879000,98784879,2401133213,10,19,10
2021-05-01,961,97153309000,97153309,2575231209,9,7,16
2021-05-08,962,95956365000,95956365,1940906094,12,12,15
2021-05-15,963,95452215000,95452215,1476478125,15,14,12
