1043,17,3,5,12,22,26,31,19,107045942
1042,20,5,14,15,23,34,43,4,106510259
1041,25,6,7,9,11,17,18,45,105301601
1040,7,8,16,26,29,31,36,11,104007239
1039,16,2,3,6,19,36,39,26,105259066
1038,15,7,16,24,27,37,44,2,104932409
1037,15,2,14,15,22,27,33,31,104840173
1036,9,2,5,22,32,34,45,39,103753936
1035,8,9,14,34,35,41,42,2,106759523
1034,9,26,31,32,33,38,40,11,107150089
1033,13,3,11,15,20,35,44,10,104642258
1032,10,1,6,12,19,36,42,28,110907011
1031,8,6,7,22,32,35,36,19,104316078
1030,19,2,5,11,17,24,29,9,104899923
1029,10,12,30,32,37,39,41,24,101336312
1028,20,5,7,12,13,18,35,23,100613537
1027,10,14,16,27,35,39,45,5,101195159
1026,15,5,12,13,31,32,41,34,101556379
1025,4,8,9,20,25,29,33,7,101318529
1024,8,9,18,20,22,38,44,10,100081038
1023,9,10,14,16,18,29,35,25,100399659
1022,5,5,6,11,29,42,45,28,99233031
1021,12,12,15,17,24,29,45,16,101960162
1020,13,12,27,29,38,41,45,6,104996396
1019,50,1,4,13,17,34,39,6,102804882
1018,2,3,19,21,25,37,45,35,101151805
1017,7,12,18,22,23,30,34,32,101382790
1016,11,15,26,28,34,41,42,44,101583153
1015,8,14,23,31,33,37,40,44,102562683
1014,10,3,11,14,18,26,27,21,102396369
1013,5,21,22,26,34,36,41,32,101747653
1012,13,5,11,18,20,35,45,3,101948323
1011,11,1,9,12,26,35,38,42,101799373
1010,8,9,12,15,25,34,36,3,103011505
1009,15,15,23,29,34,40,44,20,103771363
1008,11,9,11,30,31,41,44,33,103727042
1007,9,8,11,16,19,21,25,40,101530003
1006,9,8,11,15,16,17,37,36,104542431
1005,12,8,13,18,24,27,29,17,103755249
1004,10,7,15,30,37,39,44,18,106112471
1003,14,1,4,29,39,43,45,31,103479378
1002,8,17,25,33,35,38,45,15,105795484
1001,12,6,10,12,14,20,42,15,103967487
1000,22,2,8,19,22,32,42,39,118628811
999,16,1,3,9,14,18,28,34,102581351
998,12,13,17,18,20,42,45,41,101681869
997,19,4,7,14,16,24,44,20,102431961
996,18,6,11,15,24,32,39,28,112624327
995,7,1,4,13,29,38,39,7,100878455
994,12,1,3,8,24,27,35,28,95530936
993,6,6,14,16,18,24,42,44,99323653
992,12,12,20,26,33,44,45,24,97066498
991,8,13,18,25,31,33,44,38,98026282
990,14,2,4,25,26,36,37,28,99567047
989,4,17,18,21,27,29,33,26,96525658
988,9,2,13,20,30,31,41,27,98606195
987,10,2,4,15,23,29,38,7,100269530
986,10,7,10,16,28,41,42,40,99041240
985,10,17,21,23,30,34,44,19,98811446
984,7,3,10,23,35,36,37,18,98762367
983,10,13,23,26,31,35,43,15,101899006
982,8,5,7,13,20,21,44,33,101344251
981,13,27,36,37,41,43,45,32,105645424
980,7,3,13,16,23,24,35,14,99593380
979,14,7,11,16,21,27,33,24,99507886
978,10,1,7,15,32,34,42,8,98855197
977,14,2,9,10,14,22,44,16,95895844
976,7,4,12,14,25,35,37,2,97492178
975,9,7,8,9,17,22,24,5,94253719
974,17,1,2,11,16,39,44,32,94146055
973,8,22,26,31,37,41,42,24,93953872
972,20,3,6,17,23,37,39,26,93916813
971,6,2,6,17,18,21,26,7,94471924
970,14,9,11,16,21,28,36,5,93268371
969,20,3,9,10,29,40,45,7,96728751
968,13,2,5,12,14,24,39,33,95924229
967,4,1,6,13,37,38,40,9,94515565
966,10,1,21,25,29,34,37,36,95640447
965,7,2,13,25,28,29,36,34,96174650
964,10,6,21,36,38,39,43,30,95549895
963,15,6,12,19,23,34,42,35,95452215
962,12,1,18,28,31,34,43,40,95956365
961,9,11,20,29,31,33,42,43,97153309
960,10,2,18,24,30,32,45,14,98784879
959,8,1,14,15,24,40,41,35,97435835
958,15,2,9,10,16,35,37,1,98635947
957,11,4,15,24,35,36,40,1,96654698
956,11,10,11,20,21,25,41,40,97065255
955,12,4,9,23,26,29,33,8,99784736
954,10,1,9,26,28,30,41,32,101455314
953,14,7,9,22,27,37,42,34,99180891
952,9,4,12,22,24,33,41,38,102355646
951,14,2,12,30,31,39,43,38,102937006
950,8,3,4,15,22,28,40,10,108870714
949,10,14,21,35,36,40,44,30,100518909
948,11,13,18,30,31,38,41,5,100519459
947,18,3,8,17,20,27,35,26,99449916
946,11,9,18,19,30,34,40,20,99380178
945,13,9,10,15,30,33,37,26,94837109
944,13,2,13,16,19,32,33,42,107181377
943,7,1,8,13,36,44,45,39,100081432
942,6,10,12,18,35,42,43,39,92731965
941,16,12,14,25,27,39,40,35,94867600
940,8,3,15,20,22,24,41,11,93920183
939,13,4,11,28,39,42,45,6,93340002
938,10,4,8,10,16,31,36,9,93452425
937,11,2,10,13,22,29,40,26,93720454
936,14,7,11,13,17,18,29,43,92246146
935,13,4,10,20,32,38,44,18,93934898
934,4,1,3,30,33,36,39,12,93028347
933,8,23,27,29,31,36,45,37,93484851
932,7,1,6,15,36,37,38,5,96049289
931,8,14,15,23,25,35,43,32,95695802
930,8,8,21,25,38,39,44,28,94518415
929,16,7,9,12,15,19,23,4,92344620
928,7,3,4,10,20,28,44,30,90818982
927,6,4,15,22,38,41,43,26,91067752
926,10,10,16,18,20,25,31,6,88372251
925,12,13,24,32,34,39,42,4,87901067
924,9,3,11,34,42,43,44,13,87708256
923,8,3,17,18,23,36,41,26,87867402
922,6,2,6,13,17,27,43,36,89266682
921,17,5,7,12,22,28,41,1,89888341
920,7,2,3,26,33,34,43,29,89805177
919,5,9,14,17,18,42,44,35,90218056
918,18,7,11,12,31,33,38,5,89200857
917,10,1,3,23,24,27,43,34,88950867
916,11,6,21,22,32,35,36,17,89133044
915,6,2,6,11,13,22,37,14,87862418
914,11,16,19,24,33,42,44,27,89558503
913,16,6,14,16,21,27,37,40,89336949
912,14,5,8,18,21,22,38,10,88599155
911,10,4,5,12,14,32,42,35,89332410
910,21,1,11,17,27,35,39,31,86308857
909,11,7,24,29,30,34,35,33,89543261
908,8,3,16,21,22,23,44,30,89923601
907,7,21,27,29,38,40,44,37,89331282
906,9,2,5,14,28,31,32,20,90948274
905,7,3,4,16,27,38,40,20,90357634
904,8,2,6,8,26,43,45,11,88938220
903,13,2,15,16,21,22,28,45,88625160
902,13,7,19,23,24,36,39,30,87501981
901,9,5,18,20,23,30,34,21,84783962
900,6,7,13,16,18,35,38,14,83639372
899,6,8,19,20,21,33,39,37,85877347
898,8,18,21,28,35,37,42,17,90067839
897,13,6,7,12,22,26,36,29,88231474
896,7,5,12,25,26,38,45,23,90461998
895,12,16,26,31,38,39,41,23,96962255
894,9,19,32,37,40,41,43,45,88465183
893,9,1,15,17,23,25,41,10,87661567
892,17,4,9,17,18,26,42,36,93091115
891,7,9,13,28,31,39,41,19,89742677
890,9,1,4,14,18,29,37,6,86693498
889,10,3,13,29,38,39,42,26,86734222
888,8,3,7,12,31,34,38,32,82777313
887,8,8,14,17,27,36,45,10,84416872
886,7,19,23,28,37,42,45,2,84186094
885,13,1,3,24,27,39,45,31,83396319
884,12,4,14,23,28,37,45,17,86554613
883,15,9,18,32,33,37,44,22,85624171
882,5,18,34,39,43,44,45,23,84351602
881,8,4,18,20,26,27,32,9,84495552
880,7,7,17,19,23,24,45,38,83862502
879,6,1,4,10,14,15,35,20,83174251
878,6,2,6,11,16,25,31,3,84183676
877,12,5,17,18,22,23,43,12,84584730
876,19,5,16,21,26,34,42,24,85088368
875,14,19,22,30,34,39,44,36,80635281
874,18,1,15,19,23,28,42,32,82990138
873,10,3,5,12,13,33,39,38,82375586
872,16,2,4,30,32,33,43,29,81002518
871,7,2,6,12,26,30,34,38,79527502
870,10,21,25,30,32,40,42,31,78688663
869,10,2,6,20,27,37,39,4,80268389
868,6,12,17,28,41,43,44,25,80549078
867,5,14,17,19,22,24,40,41,81607190
866,9,9,15,29,34,37,39,12,81961886
865,13,3,15,22,32,33,45,2,81748217
864,11,3,7,10,13,25,36,32,82220290
863,7,16,21,28,35,39,43,12,81288540
862,9,10,34,38,40,42,43,32,80609005
861,4,11,17,19,21,22,25,24,81032551
860,10,4,8,18,25,27,32,42,81846672
859,11,8,22,35,38,39,41,24,80944223
858,9,9,13,32,38,39,43,23,81366889
857,15,6,10,16,28,34,38,43,80933117
856,5,10,24,40,41,43,44,17,80496424
855,9,8,15,17,19,43,44,7,82374732
854,6,20,25,31,32,36,43,3,81823338
853,7,2,8,23,26,27,44,13,82244370
852,4,11,17,28,30,33,35,9,81470793
851,8,14,18,22,26,31,44,40,81099116
850,6,16,20,24,28,36,39,5,81474176
849,17,5,13,17,29,34,39,3,82333674
848,7,1,2,16,22,38,39,34,84523266
847,8,12,16,26,28,30,42,22,83782512
846,13,5,18,30,41,43,45,13,83936839
845,11,1,16,29,33,40,45,6,83884034
844,18,7,8,13,15,33,45,18,87805610
843,5,19,21,30,33,34,42,4,81857498
842,10,14,26,32,36,39,42,38,81957444
841,17,5,11,14,30,33,38,24,81580789
840,10,2,4,11,28,29,43,27,84057771
839,13,3,9,11,12,13,19,35,79219710
838,5,9,14,17,33,36,38,20,79414484
837,6,2,25,28,30,33,45,6,76614176
836,14,1,9,11,14,26,28,19,74536697
835,15,9,10,13,28,38,45,35,77694435
834,11,6,8,18,35,42,43,3,75941791
833,8,12,18,30,39,41,42,19,77738402
832,9,13,14,19,26,40,43,30,77411900
831,16,3,10,16,19,31,39,9,77622753
830,9,5,6,16,18,37,38,17,77714000
829,8,4,5,31,35,43,45,29,77998807
828,13,4,7,13,29,31,39,18,77552827
827,15,5,11,12,29,33,44,14,76490125
826,9,13,16,24,25,33,36,42,78218740
825,12,8,15,21,31,33,38,42,82890578
824,15,7,9,24,29,34,38,26,78257422
823,9,12,18,24,26,39,40,15,77400124
822,3,9,18,20,24,27,36,12,75681739
821,14,1,12,13,24,29,44,16,76118239
820,4,10,21,22,30,35,42,6,75744571
819,7,16,25,33,38,40,45,15,74578907
818,13,14,15,25,28,29,30,3,71793353
817,9,3,9,12,13,25,43,34,72552766
816,8,12,18,19,29,31,39,7,72397826
815,7,17,21,25,26,27,36,4,73416400
814,6,2,21,28,38,42,45,30,74316543
813,4,11,30,34,35,42,44,27,73394947
812,6,1,3,12,14,16,43,10,74147816
811,7,8,11,19,21,36,45,25,74570813
810,8,5,10,13,21,39,43,11,74388355
809,6,6,11,15,17,23,40,39,74214104
808,6,15,21,31,32,41,43,24,74911438
807,7,6,10,18,25,34,35,33,73831580
806,7,14,20,23,31,37,38,27,74030583
805,4,3,12,13,18,31,32,42,73065981
804,11,1,10,13,26,32,36,9,74557028
803,5,5,9,14,26,30,43,2,75670793
802,16,10,11,12,18,24,42,27,75146781
801,8,17,25,28,37,43,44,2,74034792
800,11,1,4,10,12,28,45,26,76994062
799,10,12,17,23,34,42,45,33,76708986
798,7,2,10,14,22,32,36,41,77038759
797,8,5,22,31,32,39,45,36,77339940
796,7,1,21,26,36,40,41,5,77685943
795,11,3,10,13,26,34,38,36,79661342
794,7,6,7,18,19,30,38,13,79941579
793,5,10,15,21,35,38,43,31,76177477
792,7,2,7,19,25,29,36,16,76339003
791,14,2,10,12,31,33,42,32,74205844
790,16,3,8,19,27,30,41,12,78978881
789,15,2,6,7,12,19,45,38,76136603
788,13,2,10,11,19,35,39,29,78121882
787,6,5,6,13,16,27,28,9,79593923
786,4,12,15,16,20,24,30,38,75930156
785,6,4,6,15,25,26,33,40,72974563
784,9,3,10,23,24,31,39,22,74311382
783,4,14,15,16,17,38,45,36,73525256
782,9,6,18,31,34,38,45,20,72253973
781,9,11,16,18,19,24,39,43,72483157
780,11,15,17,19,21,27,45,16,74232084
779,11,6,12,19,24,34,41,4,73773676
778,3,6,21,35,36,37,41,11,75075606
777,21,6,12,17,21,34,37,18,75534360
776,7,8,9,18,21,28,40,20,74826082
775,5,11,12,29,33,38,42,17,70795452
774,11,12,15,18,28,34,42,9,77347021
773,11,8,12,19,21,31,35,44,74560597
772,10,5,6,11,14,21,41,32,74375369
771,4,6,10,17,18,21,29,30,73545939
770,8,1,9,12,23,39,43,34,74166379
769,9,5,7,11,16,41,45,4,72873431
768,13,7,27,29,30,38,44,4,72306975
767,15,5,15,20,31,34,42,22,71285599
766,8,9,30,34,35,39,41,21,69500769
765,15,1,3,8,12,42,43,33,70972360
764,7,7,22,24,31,34,36,15,70318932
763,8,3,8,16,32,34,43,10,70652100
762,10,1,3,12,21,26,41,16,70558895
761,7,4,7,11,24,42,45,30,71415903
760,8,10,22,27,31,42,43,12,72200797
759,6,9,33,36,40,42,43,32,72632208
758,8,5,9,12,30,39,43,24,71764259
757,21,6,7,11,17,33,44,1,71053002
756,5,10,14,16,18,27,28,4,70992946
755,8,13,14,26,28,30,36,37,71300635
754,5,2,8,17,24,29,31,32,70765850
753,6,2,17,19,24,37,41,3,68915001
752,9,4,16,20,33,40,43,7,71600822
751,8,3,4,16,20,28,44,17,71534233
750,7,1,2,15,19,24,36,12,72248100
749,13,12,14,24,26,34,45,41,72252889
748,9,3,10,13,22,31,32,29,72750277
747,9,7,9,12,14,23,28,17,73337880
746,9,3,12,33,36,42,45,25,74239579
745,20,1,2,3,9,12,23,10,73575119
744,15,10,15,18,21,34,41,43,73507293
743,7,15,19,21,34,41,44,10,73436852
742,16,8,10,13,36,37,40,6,73857792
741,6,5,21,27,34,44,45,16,74392585
740,18,4,8,9,16,17,19,31,75186520
739,4,7,22,29,33,34,35,30,77999661
738,11,23,27,28,38,42,43,36,71768122
737,4,13,15,18,24,27,41,11,70775944
736,5,2,11,17,18,21,27,6,73510203
735,10,5,10,13,27,37,41,4,77488209
734,9,6,16,37,38,41,45,18,71457582
733,4,11,24,32,33,35,40,13,69321488
732,7,2,4,5,17,27,32,43,68645948
731,7,2,7,13,25,42,45,39,69239673
730,8,4,10,14,15,18,22,39,66934105
729,4,11,17,21,26,36,45,16,68784161
728,5,3,6,10,30,34,37,36,68306112
727,14,7,8,10,19,21,31,20,67559139
726,14,1,11,21,23,34,44,24,68799295
725,11,6,7,19,21,41,43,38,70208676
724,12,2,8,33,35,37,41,14,69987274
723,8,20,30,33,35,36,44,22,67750231
722,4,12,14,21,30,39,43,45,69446489
721,8,1,28,35,41,43,44,31,71627567
720,14,1,12,29,34,36,37,41,69939090
719,9,4,8,13,19,20,43,26,71378392
718,17,4,11,20,23,32,39,40,69400763
717,6,2,11,19,25,28,32,44,68597839
716,12,2,6,13,16,29,30,21,67040169
715,6,2,7,27,33,41,44,10,65794607
714,7,1,7,22,33,37,40,20,64099989
713,9,2,5,15,18,19,23,44,64646552
712,4,17,20,30,31,33,45,19,66136318
711,7,11,15,24,35,37,45,42,66152746
710,5,3,4,9,24,25,33,10,65083972
709,14,10,18,30,36,39,44,32,65592504
708,4,2,10,16,19,34,45,1,66806307
707,12,2,12,19,24,39,44,35,66813924
706,4,3,4,6,10,28,30,37,65723488
705,4,1,6,17,22,28,45,23,65859843
704,4,1,4,8,23,33,42,45,65930117
703,5,10,28,31,33,41,44,21,65728988
702,11,3,13,16,24,26,29,9,66219854
701,10,3,10,14,16,36,38,35,64454138
700,8,11,23,28,29,30,44,13,66846276
699,8,4,5,8,16,21,29,3,66743146
698,8,3,11,13,21,33,37,18,66283268
697,10,2,5,8,11,33,39,31,66966141
696,10,1,7,16,18,34,38,21,67542971
695,11,4,18,26,33,34,38,14,67672085
694,10,7,15,20,25,33,43,12,67533257
693,10,1,6,11,28,34,42,30,67352935
692,7,3,11,14,15,32,36,44,66390499
691,6,15,27,33,35,43,45,16,68590328
690,15,24,25,33,34,38,39,43,69142025
689,7,7,17,19,30,36,38,34,67460147
688,9,5,15,22,23,34,35,2,73095612
687,6,1,8,10,13,28,42,45,68044669
686,8,7,12,15,24,25,43,13,65274010
685,11,6,7,12,28,38,40,18,69126675
684,9,1,11,15,17,25,39,40,66623887
683,16,6,13,20,27,28,40,15,71940091
682,4,17,23,27,35,38,43,2,66757858
681,6,21,24,27,29,43,44,7,63268253
680,14,4,10,19,29,32,42,30,64245201
679,5,3,5,7,14,26,34,35,62220918
678,6,4,5,6,12,25,37,45,60887293
677,8,12,15,24,36,41,44,42,62267624
676,8,1,8,17,34,39,45,27,62147642
675,4,1,8,11,15,18,45,7,60458623
674,8,9,10,14,25,27,31,11,61386974
673,10,7,10,17,29,33,44,5,63163578
672,9,8,21,28,31,36,45,43,63542330
671,4,7,9,10,13,31,35,24,63940807
670,12,11,18,26,27,40,41,25,62242687
669,6,7,8,20,29,33,38,9,67952211
668,5,12,14,15,24,27,32,3,63346405
667,7,15,17,25,37,42,43,13,63421632
666,6,2,4,6,11,17,28,16,62652917
665,4,5,6,11,17,38,44,13,61885874
664,10,10,20,33,36,41,44,5,61921689
663,7,3,5,8,19,38,42,20,61100704
662,8,5,6,9,11,15,37,26,59164542
661,8,2,3,12,20,27,38,40,59597375
660,10,4,9,23,33,39,44,14,60813322
659,11,7,18,19,27,29,42,45,61677747
658,9,8,19,25,28,32,36,37,61131243
657,9,10,14,19,39,40,43,23,61769837
656,2,3,7,14,16,31,40,39,61328118
655,9,7,37,38,39,40,44,18,60434801
654,8,16,21,26,31,36,43,6,60697813
653,14,5,6,26,27,38,39,1,59716037
652,5,3,13,15,40,41,44,20,60426977
651,8,11,12,16,26,29,44,18,61494891
650,5,3,4,7,11,31,41,35,60991082
649,5,3,21,22,33,41,42,20,60473178
648,7,13,19,28,37,38,43,4,60874405
647,7,5,16,21,23,24,30,29,62314338
646,7,2,9,24,41,43,45,30,62308090
645,4,1,4,16,26,40,41,31,62661756
644,8,5,13,17,23,28,36,8,61846599
643,6,15,24,31,32,33,40,13,63110068
642,12,8,17,18,24,39,45,32,63544224
641,8,11,18,21,36,37,43,12,63773134
640,9,14,15,18,21,26,35,23,64080502
639,4,6,15,22,23,25,32,40,66202599
638,7,7,18,22,24,31,34,6,64319586
637,4,3,16,22,37,38,44,23,63504865
636,8,6,7,15,16,20,31,26,62786394
635,8,11,13,25,26,29,33,32,62429621
634,13,4,10,11,12,20,27,38,63149567
633,12,9,12,19,20,39,41,13,62015797
632,11,15,18,21,32,35,44,6,63066603
631,4,1,2,4,23,31,34,8,65300621
630,3,8,17,21,24,27,31,15,61335894
629,5,19,28,31,38,43,44,1,57618701
628,9,1,7,12,15,23,42,11,57253109
627,10,2,9,22,25,31,45,12,55981334
626,8,13,14,26,33,40,43,15,58986187
625,5,3,6,7,20,21,39,13,58614979
624,5,1,7,19,26,27,35,16,57832726
623,8,7,13,30,39,41,45,25,58504142
622,9,9,15,16,21,28,34,24,59601329
621,6,1,2,6,16,19,42,9,59407216
620,7,2,16,17,32,39,45,40,58342777
619,3,6,8,13,30,35,40,21,58822925
618,5,8,16,25,30,42,43,15,58550803
617,8,4,5,11,12,24,27,28,58958123
616,9,5,13,18,23,40,45,3,60303360
615,9,10,17,18,19,23,27,35,59072378
614,6,8,21,25,39,40,44,18,62301977
613,9,7,8,11,16,41,44,35,57986249
612,11,6,9,18,19,25,33,40,56931314
611,4,2,22,27,33,36,37,14,57411079
610,4,14,18,20,23,28,36,33,56862756
609,2,4,8,27,34,39,40,13,54858201
608,7,4,8,18,19,39,44,41,56146117
607,4,8,14,23,36,38,39,13,56806213
606,10,1,5,6,14,20,39,22,56928896
605,9,1,2,7,9,10,38,42,56622924
604,11,2,6,18,21,33,34,30,56266399
603,4,2,19,25,26,27,43,28,56276650
602,8,13,14,22,27,30,38,2,56262855
601,9,2,16,19,31,34,35,37,55868455
600,15,5,11,14,27,29,36,44,56372519
599,8,5,12,17,29,34,35,27,57381791
598,16,4,12,24,33,38,45,22,57518550
597,13,8,10,23,24,35,43,37,56832361
596,10,3,4,12,14,25,43,17,56561071
595,8,8,24,28,35,38,40,5,57797288
594,11,2,8,13,25,28,37,3,57764442
593,9,9,10,13,24,33,38,28,59368204
592,6,2,5,6,13,28,44,43,58097477
591,5,8,13,14,30,38,39,5,59373946
590,7,20,30,36,38,41,45,23,60003131
589,7,6,8,28,33,38,39,22,60643729
588,5,2,8,15,22,25,41,30,59533101
587,3,14,21,29,31,32,37,17,59715499
586,8,2,7,12,15,21,34,5,59502096
585,9,6,7,10,16,38,41,4,60253002
584,3,7,18,30,39,40,41,36,61343856
583,11,8,17,27,33,40,44,24,62675295
582,4,2,12,14,33,40,41,25,59306953
581,8,3,5,14,20,42,44,33,60257457
580,7,5,7,9,11,32,35,33,60514216
579,11,5,7,20,22,37,42,39,63532871
578,5,5,12,14,32,34,42,16,58584741
577,3,16,17,22,31,34,37,33,57010827
576,3,10,11,15,25,35,41,13,54691148
575,8,2,8,20,30,33,34,6,56330738
574,2,14,15,16,19,25,43,2,55882933
573,8,2,4,20,34,35,43,14,56092721
572,8,3,13,18,33,37,45,1,56473602
571,7,11,18,21,26,38,43,29,56493528
570,9,1,12,26,27,29,33,42,57654279
569,4,3,6,13,23,24,35,1,58441902
568,10,1,3,17,20,31,44,40,57681628
567,6,1,10,15,16,32,41,28,57439471
566,4,4,5,6,25,26,43,41,57666611
565,8,4,10,18,27,40,45,38,59556622
564,7,14,19,25,26,27,34,2,58012468
563,7,5,10,16,17,31,32,21,57320132
562,11,4,11,13,17,20,31,33,56288212
561,5,5,7,18,37,42,45,20,56638383
560,7,1,4,20,23,29,45,28,56565298
559,7,11,12,25,32,44,45,23,55733418
558,10,12,15,19,26,40,43,29,54939001
557,7,4,20,26,28,35,40,31,55086560
556,7,12,20,23,28,30,44,43,57374791
555,8,11,17,21,24,26,36,12,57273817
554,2,13,14,17,32,41,42,6,56124466
553,6,2,7,17,28,29,39,37,56487483
552,10,1,10,20,32,35,40,43,57602386
551,1,3,6,20,24,27,44,25,56989370
550,11,1,7,14,20,34,37,41,56441770
549,8,29,31,35,38,40,44,17,56864611
548,8,1,12,13,21,32,45,14,57771827
547,5,6,7,15,22,34,39,28,57968466
546,30,8,17,20,27,37,43,6,56713166
545,11,4,24,25,27,34,35,2,55967171
544,13,5,17,21,25,36,44,10,56056189
543,12,13,18,26,31,34,44,12,56570245
542,6,5,6,19,26,41,45,34,56949161
541,11,8,13,26,28,32,34,43,57087047
540,7,3,12,13,15,34,36,14,56739658
539,9,3,19,22,31,42,43,26,59168870
538,3,6,10,18,31,32,34,11,59233373
537,7,12,23,26,30,36,43,11,59453323
536,11,7,8,18,32,37,43,12,59763469
535,3,11,12,14,15,18,39,34,60523884
534,1,10,24,26,29,37,38,32,59227462
533,8,9,14,15,17,31,33,23,59275357
532,7,16,17,23,24,29,44,3,61687384
531,9,1,5,9,21,27,35,45,57567064
530,11,16,23,27,29,33,41,22,56241083
529,8,18,20,24,27,31,42,39,57645779
528,11,5,17,25,31,39,40,10,57548541
527,13,1,12,22,32,33,42,38,56985634
526,9,7,14,17,20,35,39,31,56527807
525,9,11,23,26,29,39,44,22,55566007
524,4,10,11,29,38,41,45,21,55662103
523,7,1,4,37,38,40,45,7,53678449
522,6,4,5,13,14,37,41,11,57053378
521,8,3,7,18,29,32,36,19,56185373
520,6,4,22,27,28,38,40,1,55003797
519,7,6,8,13,16,30,43,3,55614206
518,6,14,23,30,32,34,38,6,55321566
517,5,1,9,12,28,36,41,10,54468223
516,11,2,8,23,41,43,44,30,56385762
515,1,2,11,12,15,23,37,8,55258935
514,3,1,15,20,26,35,42,9,54452404
513,3,5,8,21,23,27,33,12,58317548
512,13,4,5,9,13,26,27,1,54017801
511,6,3,7,14,23,26,42,24,53970308
510,5,12,29,32,33,39,40,42,53964992
509,5,12,25,29,35,42,43,24,53390358
508,8,5,27,31,34,35,43,37,54010391
507,9,12,13,32,33,40,41,4,53638773
506,3,6,9,11,22,24,30,31,52363311
505,6,7,20,22,25,38,40,44,49103223
504,9,6,14,22,26,43,44,31,51787037
503,7,1,5,27,30,34,36,40,53572205
502,6,6,22,28,32,34,40,26,54000640
501,4,1,4,10,17,31,42,2,52717711
500,9,3,4,12,20,24,34,41,54012267
499,3,5,20,23,27,35,40,43,52767632
498,4,13,14,24,32,39,41,3,52851253
497,6,19,20,23,24,43,44,13,52411585
496,4,4,13,20,29,36,41,39,52915804
495,6,4,13,22,27,34,44,6,53645960
494,12,5,7,8,15,30,43,22,53321589
493,9,20,22,26,33,36,37,25,53231838
492,5,22,27,31,35,37,40,42,51693454
491,4,8,17,35,36,39,42,4,53413874
490,7,2,7,26,29,40,43,42,52590121
489,6,2,4,8,15,20,27,11,53558490
488,10,2,8,17,30,31,38,25,54213092
487,8,4,8,25,27,37,41,21,55276503
486,13,1,2,23,25,38,40,43,54540823
485,9,17,22,26,27,36,39,20,55692878
484,6,1,3,27,28,32,45,11,55885979
483,5,12,15,19,22,28,34,5,55582659
482,7,1,10,16,24,25,35,43,56201452
481,3,3,4,23,29,40,41,20,55642616
480,4,3,5,10,17,30,31,16,55415681
479,6,8,23,25,27,35,44,24,54848834
478,14,18,29,30,37,39,43,8,54975901
477,8,14,25,29,32,33,45,37,60801409
476,4,9,12,13,15,37,38,27,55591819
475,8,1,9,14,16,21,29,3,56043275
474,15,4,13,18,31,33,45,43,58978482
473,4,8,13,20,22,23,36,34,52867236
472,7,16,25,26,31,36,43,44,51929207
471,7,6,13,29,37,39,41,43,53492340
470,3,10,16,20,39,41,42,27,53912965
469,4,4,21,22,34,37,38,33,53364940
468,9,8,13,15,28,37,43,17,55598552
467,9,2,12,14,17,24,40,39,57383906
466,9,4,10,13,23,32,44,20,58314753
465,7,1,8,11,13,22,38,31,57793294
464,13,6,12,15,34,42,44,4,126772274
463,0,23,29,31,33,34,44,40,49205151
462,8,3,20,24,32,37,45,4,49325555
461,6,11,18,26,31,37,40,43,50624588
460,4,8,11,28,30,43,45,41,51917635
